package_author,package_author_email,package_id,package_license,package_maintainer,package_maintainer_email,package_metadata_created,package_metadata_modified,package_name,package_notes,package_organization,package_organization_title,package_tags,package_title,resource_cache_last_updated,resource_cache_url,resource_ckan_url,resource_created,resource_datastore_active,resource_datastore_contains_all_records_of_source_file,resource_description,resource_format,resource_hash,resource_id,resource_ignore_hash,resource_last_modified,resource_metadata_modified,resource_mimetype,resource_mimetype_inner,resource_name,resource_notes,resource_original_url,resource_position,resource_resource_type,resource_set_url_type,resource_size,resource_state,resource_task_created,resource_tracking_summary,resource_url,resource_url_type
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:49:28.657567,True,True,,CSV,cf30bcd43e4783f5e0f9d75be6609681,7cb3a88b-be64-4666-829f-c0a5dd3badd1,False,2025-06-30T19:49:28.497738,2025-06-30T19:56:52.392832,text/csv,,Acidentes_2018,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/7cb3a88b-be64-4666-829f-c0a5dd3badd1/download/acidentes_2018.csv,10,,False,9101021,active,2025-06-30 19:49:29.213428,"{'total': 3, 'recent': 2}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/7cb3a88b-be64-4666-829f-c0a5dd3badd1/download/acidentes_2018.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:49:21.097525,True,True,,CSV,a158156069180ced5cc78c9b61458570,fea6104b-5cdc-49cb-a898-b749e762e7d5,False,2025-06-30T19:49:20.989722,2025-06-30T19:56:09.759122,text/csv,,Acidentes_2017,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/fea6104b-5cdc-49cb-a898-b749e762e7d5/download/acidentes_2017.csv,11,,False,9606952,active,2025-06-30 19:49:21.484743,"{'total': 3, 'recent': 2}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/fea6104b-5cdc-49cb-a898-b749e762e7d5/download/acidentes_2017.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:52:18.922856,True,True,,CSV,cd7056c100dc55b5b58b29607d32404c,cc26c854-5ec7-4831-af49-ca23e9369cd1,False,2025-06-30T19:52:18.820790,2025-06-30T20:01:01.136119,text/csv,,Acidentes_2016,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/cc26c854-5ec7-4831-af49-ca23e9369cd1/download/acidentes_2016.csv,12,,False,9367846,active,2025-06-30 19:52:19.286965,"{'total': 3, 'recent': 2}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/cc26c854-5ec7-4831-af49-ca23e9369cd1/download/acidentes_2016.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:48:17.398055,True,True,,CSV,eb411ee2c168b2d7e532ba5aaccda0a3,e3f9caf3-6490-42c4-a515-d08a8f73c52a,False,2025-06-30T19:48:17.276850,2025-06-30T19:55:25.813460,text/csv,,Acidentes_2015,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/e3f9caf3-6490-42c4-a515-d08a8f73c52a/download/acidentes_2015.csv,13,,False,9864638,active,2025-06-30 19:48:17.823265,"{'total': 2, 'recent': 1}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/e3f9caf3-6490-42c4-a515-d08a8f73c52a/download/acidentes_2015.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:48:09.825396,True,True,,CSV,70d39aa4ed17717fe84c471e2687d1a3,52712678-f23d-48de-9243-11256b5d6502,False,2025-06-30T19:48:09.717273,2025-06-30T19:54:40.620317,text/csv,,Acidentes_2014,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/52712678-f23d-48de-9243-11256b5d6502/download/acidentes_2014.csv,14,,False,10750976,active,2025-06-30 19:48:10.298891,"{'total': 3, 'recent': 3}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/52712678-f23d-48de-9243-11256b5d6502/download/acidentes_2014.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:48:02.973433,True,True,,CSV,9da7f3b629a9fc80bd7218f2cc811629,081ba8fc-2c14-41a0-acba-413646518af3,False,2025-06-30T19:48:02.887125,2025-06-30T19:53:50.648160,text/csv,,Acidentes_2013,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/081ba8fc-2c14-41a0-acba-413646518af3/download/acidentes_2013.csv,15,,False,11122916,active,2025-06-30 19:48:03.353829,"{'total': 2, 'recent': 2}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/081ba8fc-2c14-41a0-acba-413646518af3/download/acidentes_2013.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:47:55.948306,True,True,,CSV,2f1942776e31be9b142966cdc6eb0a6d,fcdad3ec-9e30-4e2a-91b6-f5c441547a96,False,2025-06-30T19:47:55.858648,2025-06-30T19:52:56.829247,text/csv,,Acidentes_2012,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/fcdad3ec-9e30-4e2a-91b6-f5c441547a96/download/acidentes_2012.csv,16,,False,10864224,active,2025-06-30 19:47:56.352920,"{'total': 3, 'recent': 3}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/fcdad3ec-9e30-4e2a-91b6-f5c441547a96/download/acidentes_2012.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:47:49.438953,True,True,,CSV,f1bb6b49646fec7322a43b09298d49b9,6c143ae9-19b9-4234-9007-24c3dce442cf,False,2025-06-30T19:47:49.347280,2025-06-30T19:52:05.977627,text/csv,,Acidentes_2011,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/6c143ae9-19b9-4234-9007-24c3dce442cf/download/acidentes_2011.csv,17,,False,10975676,active,2025-06-30 19:47:49.869212,"{'total': 2, 'recent': 2}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/6c143ae9-19b9-4234-9007-24c3dce442cf/download/acidentes_2011.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:47:42.908939,True,True,,CSV,8f9a2938d3bdc8e60d970b34ebac0cd7,3946d366-8298-4f99-84c6-684d252ed0bf,False,2025-06-30T19:47:42.542193,2025-06-30T19:51:12.929744,text/csv,,Acidentes_2010,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/3946d366-8298-4f99-84c6-684d252ed0bf/download/acidentes_2010.csv,18,,False,10627151,active,2025-06-30 19:47:43.253823,"{'total': 3, 'recent': 3}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/3946d366-8298-4f99-84c6-684d252ed0bf/download/acidentes_2010.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:46:53.516129,True,True,,CSV,a4cfbd28d719acd4f9025c2c2a590e3a,e0022a0b-711c-46e8-a433-d7853b317c48,False,2025-06-30T19:46:53.436125,2025-06-30T19:50:23.365381,text/csv,,Acidentes_2009,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/e0022a0b-711c-46e8-a433-d7853b317c48/download/acidentes_2009.csv,19,,False,8640030,active,2025-06-30 19:46:53.864663,"{'total': 3, 'recent': 3}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/e0022a0b-711c-46e8-a433-d7853b317c48/download/acidentes_2009.csv,upload
Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc,Other (Public Domain),Centro de Controle Multimodal,ccmrodovias@artesp.sp.gov.br,2025-05-29T13:04:31.046079,2025-11-10T19:37:35.258051,acidentes,Contém informações  sobre os acidentes ocorridos na malha rodoviária estadual sob concessão.,artesp,ARTESP,"Acidente,Fumaça,Neblina,Pedágio",Acidentes,,,https://dadosabertos.artesp.sp.gov.br,2025-06-30T19:46:46.878839,True,True,,CSV,e197f17eed8de4b2bbbd125ef1498053,b23ffd48-0248-466d-88e2-ce0c75597e0e,False,2025-06-30T19:46:46.806521,2025-06-30T19:49:41.194865,text/csv,,Acidentes_2008,,https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/b23ffd48-0248-466d-88e2-ce0c75597e0e/download/acidentes_2008.csv,20,,False,7319311,active,2025-06-30 19:46:47.251205,"{'total': 2, 'recent': 2}",https://dadosabertos.artesp.sp.gov.br/dataset/5e3af2a0-3b6a-4ee6-8556-b59b5d813ffc/resource/b23ffd48-0248-466d-88e2-ce0c75597e0e/download/acidentes_2008.csv,upload
